study_id,site_id,chamber_id,chamber_year,chamber_type,collar_installation_date,collar_installation_period,collar_insertion_depth,chamber_area,clipping,chamber_opacity,path_to_chamber,chamber_location_notes,chamber_notes,chamber_longitude,chamber_latitude,chamber_position_accuracy,chamber_position_method,elevation_class,chamber_elevation,chamber_elevation_datum,chamber_elevation_accuracy,chamber_elevation_method,chamber_elevation_notes,salinity_class,salinity_method,salinity_notes,inundation_time,inundation_method,inundation_notes,wetland_vegetation_class,wetland_vegetation_method,wetland_vegetation_notes,field_or_manipulation_code,mean_dry_bulk_density,se_dry_bulk_density,mean_soil_organic,se_soil_organic,mean_soil_carbon,se_soil_carbon,mean_soil_total_nitrogen,se_soil_total_nitrogen,mean_soil_CN_ratio,se_soil_CN_ratio,soil_depth
Mueller_et_al_2016,Kirkpatrick_Native,Kirkpatrick_Native_1,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,Spartina patens dominated,NA,-76.5472,38.875469,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Native,Kirkpatrick_Native_2,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,Spartina patens dominated,NA,-76.547237,38.875538,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Native,Kirkpatrick_Native_3,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,Spartina patens dominated,NA,-76.547256,38.875586,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Native,Kirkpatrick_Native_4,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,Spartina patens dominated,NA,-76.547268,38.875657,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Invaded,Kirkpatrick_Mixed_1,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,mixed zone: S. patens / Phragmites australis,NA,-76.547247,38.875466,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,early invasion,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Invaded,Kirkpatrick_Mixed_2,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,mixed zone: S. patens / Phragmites australis,NA,-76.547271,38.875533,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,early invasion,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Invaded,Kirkpatrick_Mixed_3,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,mixed zone: S. patens / Phragmites australis,NA,-76.547302,38.875587,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,early invasion,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Invaded,Kirkpatrick_Mixed_4,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,mixed zone: S. patens / Phragmites australis,NA,-76.54729,38.875687,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,early invasion,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Invaded,Kirkpatrick_Phragmites_1,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,Phragmintes australis monotypic stand,NA,-76.547316,38.875469,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,invaded,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Invaded,Kirkpatrick_Phragmites_2,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,Phragmintes australis monotypic stand,NA,-76.54733,38.875536,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,invaded,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Invaded,Kirkpatrick_Phragmites_3,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,Phragmintes australis monotypic stand,NA,-76.547351,38.875603,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,invaded,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mueller_et_al_2016,Kirkpatrick_Invaded,Kirkpatrick_Phragmites_4,2013,static,NA,between one week and one month prior to sampling event,20,0.25,FALSE,clear,TRUE,Phragmintes australis monotypic stand,NA,-76.54739,38.875718,NA,other low resolution,mid,NA,NA,NA,NA,NA,NA,NA,NA,NA,field observation,NA,emergent,measurement,invaded,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-High,SW-High-C1,2017,static,NA,more than one year prior to sampling event,12.75,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8469386,42.7213958,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-High,SW-High-C2,2017,static,NA,more than one year prior to sampling event,13.875,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8472712,42.7209216,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-High,SW-High-C3,2017,static,NA,more than one year prior to sampling event,14,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8469705,42.7205533,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-High,SW-High-C4,2017,static,NA,more than one year prior to sampling event,11.5,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8472712,42.7216978,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-High,SW-High-C5,2017,static,NA,more than one year prior to sampling event,12.5,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.847819,42.7217942,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-High,SW-High-C6,2017,static,NA,more than one year prior to sampling event,12.625,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8482714,42.7215731,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-High,WE-High-C1,2017,static,NA,more than one year prior to sampling event,12.985869565217392,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8489,42.739561,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-High,WE-High-C2,2017,static,NA,more than one year prior to sampling event,13.125,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.849012,42.739765,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-High,WE-High-C3,2017,static,NA,more than one year prior to sampling event,13.125,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.84983,42.740098,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-High,WE-High-C4,2017,static,NA,more than one year prior to sampling event,13.375,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8482019,42.7379623,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-High,WE-High-C5,2017,static,NA,more than one year prior to sampling event,14.125,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.848217,42.737921,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-High,WE-High-C6,2017,static,NA,more than one year prior to sampling event,14,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8473299,42.7380513,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C1,2017,static,NA,between one week and one month prior to sampling event,13.4,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.847644,42.72184,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C2,2017,static,NA,between one week and one month prior to sampling event,12.5,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.847872,42.721955,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C3,2017,static,NA,between one week and one month prior to sampling event,13.4,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.848382,42.721734,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C4,2017,static,NA,between one week and one month prior to sampling event,12.875,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.846871,42.721565,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C5,2017,static,NA,between one week and one month prior to sampling event,12.25,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.846923,42.721052,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C6,2017,static,NA,between one week and one month prior to sampling event,13.375,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.846758,42.720581,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C7,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.84684,42.721385,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C8,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.846923,42.721052,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C9,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.846874,42.720677,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C10,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.847644,42.72184,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C11,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.847872,42.721955,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,SW-Low,SW-Low-C12,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.848467,42.721573,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C1,2017,static,NA,between one week and one month prior to sampling event,11.375,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8491531,42.7394616,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C2,2017,static,NA,between one week and one month prior to sampling event,13.25,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8497245,42.7398566,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C3,2017,static,NA,between one week and one month prior to sampling event,11.375,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.849409,42.7397796,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C4,2017,static,NA,between one week and one month prior to sampling event,13.75,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8478376,42.7380005,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C5,2017,static,NA,between one week and one month prior to sampling event,13.125,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8480189,42.737871,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C6,2017,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.8475687,42.7379165,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C7,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.849168,42.73956,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C8,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.849168,42.73956,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C9,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.84968,42.739845,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C10,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.848187,42.737802,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C11,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.848019,42.737871,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozdzer_et_al_2020,WE-Low,WE-Low-C12,2018,static,NA,between one week and one month prior to sampling event,13,0.087,FALSE,clear,FALSE,NA,"Although chambers had clear walls, they were covered with tarps for some measurements (denoted dark in dataset).",-70.847569,42.737916,NA,handheld,NA,NA,NA,NA,RTK,elevation measured at site level,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_1,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_2,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_3,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_4,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_5,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_6,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_7,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_8,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_9,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_10,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_11,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_12,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_13,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_14,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_15,1994,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_16,1994,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_17,1994,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_18,1994,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_19,1994,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Lower,Lower_20,1994,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megonigal_and_Schlesinger_2002,Upper,Upper_1,1993,static,NA,NA,5,0.1551,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
