study_id,site_id,plot_id,longitude,latitude,position_method,elevation,elevation_se,datum,elevation_method,MSL,MHW,tidal_datum_source,year,is_peak_biomass,field_or_manipulation_code,genus,species,other_cover_description,harvest_or_allometry,allometric_measurements_present,plot_area,AGB_total,BGB_total,root_and_rhizome_to_shoot_ratio
Morris_et_al_2020,Cape Cod West,HH8B-060,-70.23794476783598,42.06317623660259,RTK,0.796799999996,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,1464.7942902761222,2230.083522770683,1.5224550898203593
Morris_et_al_2020,Cape Cod West,HH8B-060,-70.23794476783598,42.06317623660259,RTK,0.796799999996,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,4475.516686307733,879.3151353304266,0.19647231749142577
Morris_et_al_2020,Cape Cod West,HH8B-120,-70.23731325961553,42.06302093328452,RTK,0.802200000006,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,1646.797173648754,513.116562761396,0.31158455392809586
Morris_et_al_2020,Cape Cod West,HH8B-180,-70.23662133536016,42.06286627756436,RTK,0.979699999996,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,1203.850397247891,1162.1870865963244,0.965391621129326
Morris_et_al_2020,Cape Cod West,HH9A-000,-70.2403210802127,42.062934423978355,RTK,0.842099999994,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,3813.2893275302044,1326.6475233788233,0.3479010925819436
Morris_et_al_2020,Cape Cod West,HH9B-060,-70.238363336789,42.062325123461484,RTK,0.6446,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1357.3468049115563,291.64317456096444,0.2148626817447496
Morris_et_al_2020,Cape Cod West,HH9B-120,-70.2376945356724,42.06211618654198,RTK,0.788,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,2607.246124458547,546.0086501178959,0.20941968040370057
Morris_et_al_2020,Cape Cod West,HH9B-120,-70.2376945356724,42.06211618654198,RTK,0.788,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2260.7828043034165,278.4863396183646,0.12318137730358875
Morris_et_al_2020,Cape Cod West,HH9B-180,-70.23703782248971,42.06190711539709,RTK,0.831600000005,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,6021.444792063221,2194.9986295904164,0.36453022578295696
Morris_et_al_2020,Cape Cod West,HH9B-180,-70.23703782248971,42.06190711539709,RTK,0.831600000005,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1962.5612122711516,743.3611742568944,0.37877094972067044
Morris_et_al_2020,Cape Cod West,JM1-200,-70.07000229563164,41.90232431321153,RTK,1.85430000001,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,649.0705238349284,1059.125212879292,1.6317567567567566
Morris_et_al_2020,Cape Cod West,JM1-250,-70.07061540473386,41.90221952503032,RTK,1.82580000001,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Distichlis,spicata,NA,harvest,NA,0.00456036731187748,1370.5036398541563,1008.6906789326589,0.7359999999999999
Morris_et_al_2020,Cape Cod West,JM2-000,-70.0671706068572,41.9024137126217,RTK,2.2467,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Suaeda,NA,NA,harvest,NA,0.00456036731187748,164.46043678249876,48.2417281228663,0.2933333333333333
Morris_et_al_2020,Cape Cod West,JM2-035,-70.06757910031715,41.902328855477215,RTK,1.61410000001,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,953.8705333384927,440.7539705770966,0.46206896551724136
Morris_et_al_2020,Cape Cod West,JM2-050,-70.06774710900802,41.90228226002229,RTK,1.34179999999,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1763.0158823083864,1302.52665931739,0.7388059701492539
Morris_et_al_2020,Cape Cod West,JM3-000,-70.06707408131346,41.901685071026876,RTK,1.8481,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,1945.0187656810165,596.4431840645289,0.3066516347237884
Morris_et_al_2020,Cape Cod West,JM3-020,-70.0673382213806,41.9016195694571,RTK,1.44620000001,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2034.923804455451,1495.4935718088554,0.7349137931034484
Morris_et_al_2020,Cape Cod West,JM3-050,-70.06769879339842,41.9015531706333,RTK,1.167,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2572.1612312782804,1100.7885235308581,0.42796248934356346
Morris_et_al_2020,Cape Cod West,MM1-000,-70.06577019452631,41.91317164345336,RTK,1.133,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,495.57411617126286,46.04892229909965,0.09292035398230089
Morris_et_al_2020,Cape Cod West,MM1-060,-70.06533257496957,41.91295954549479,RTK,0.113400000002,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1109.5597468259248,285.0647570896645,0.25691699604743085
Morris_et_al_2020,Cape Cod West,MM2-120,-70.06704896327298,41.91248426894061,RTK,0.164199999999,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,675.3841937201282,681.9626111914281,1.0097402597402596
Morris_et_al_2020,Cape Cod West,MM2-180,-70.06633165601853,41.91213066750132,RTK,0.863800000006,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2153.3353189388504,916.5928343344597,0.4256619144602851
Morris_et_al_2020,Cape Cod West,MM2-240,-70.06590444964748,41.911819401972274,RTK,0.991800000003,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1798.1007754886527,732.3971451380611,0.40731707317073174
Morris_et_al_2020,Cape Cod West,MM3-180,-70.06701420140311,41.91184512091208,RTK,0.848599999998,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,3109.3986581011095,603.0216015358287,0.19393511988716503
Morris_et_al_2020,Cape Cod West,MM3-240,-70.06641806056574,41.91152642043536,RTK,1.26730000001,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,6363.522500570818,1252.0921253707572,0.1967608545830462
Morris_et_al_2020,Cape Cod West,MM3-300,-70.06606693959634,41.9114396146899,RTK,1.23669999999,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1418.7453679770224,769.6748441420941,0.5425038639876353
Morris_et_al_2020,Cape Cod West,MM4-300,-70.06830758137205,41.910590178435385,RTK,1.3566,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,524.0805918802293,526.273397703996,1.00418410041841
Morris_et_al_2020,Cape Cod West,MM4-360,-70.06771174621178,41.91028949502884,RTK,1.4743,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1377.0820573254562,491.18850452372965,0.356687898089172
Morris_et_al_2020,Cape Cod West,MM4-360,-70.06771174621178,41.91028949502884,RTK,1.4743,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,835.4590188550936,1094.2101060595585,1.309711286089239
Morris_et_al_2020,Cape Cod West,MM4-420,-70.06715118355424,41.909934440849014,RTK,1.3049,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1232.3568729568574,1048.1611837604587,0.8505338078291814
Morris_et_al_2020,Cape Cod West,MM5-300,-70.06825854355272,41.90909553277273,RTK,1.3158,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2048.080639398051,624.9496597734952,0.3051391862955032
Morris_et_al_2020,Cape Cod West,MM5-360,-70.0676747780893,41.90879473677183,RTK,1.4273,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,769.6748441420942,752.1323975519609,0.9772079772079771
Morris_et_al_2020,Cape Cod West,MM5-420,-70.06717675564599,41.90857420064476,RTK,1.3217,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1019.6547080514923,567.9367083555624,0.556989247311828
Morris_et_al_2020,Cape Cod West,MM6-000,-70.07088678688127,41.90908005671085,RTK,1.7674,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,607.407213183362,317.9568444461642,0.523465703971119
Morris_et_al_2020,Cape Cod West,MM6-060,-70.07043396399723,41.90867898040679,RTK,1.4498,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1738.8950182469534,785.0244849084607,0.4514501891551072
Morris_et_al_2020,Cape Cod West,MM6-120,-70.06992087020504,41.90827846391087,RTK,1.3199,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2300.2533091312157,644.6849121873951,0.28026692087702576
Morris_et_al_2020,Cape Cod East,NI1-000,-69.95754811601228,41.81949138428299,RTK,0.967799999999,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1306.9122709649234,914.400028510693,0.6996644295302012
Morris_et_al_2020,Cape Cod East,NI1-100,-69.95671396040858,41.82007477110518,RTK,1.0122,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,798.1813198510606,907.821611039393,1.1373626373626373
Morris_et_al_2020,Cape Cod East,NI1-200,-69.95586975947114,41.82079333756905,RTK,0.956999999995,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1298.1410476698568,504.34533946632945,0.3885135135135135
Morris_et_al_2020,Cape Cod East,NI1-200,-69.95586975947114,41.82079333756905,RTK,0.956999999995,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,1274.0201836084236,912.2072226869265,0.7160068846815836
Morris_et_al_2020,Cape Cod East,NI2-000,-69.95311594411328,41.81615969966143,RTK,0.941800000001,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,701.697863605328,988.955426518759,1.4093749999999998
Morris_et_al_2020,Cape Cod East,NI2-100,-69.95235588983424,41.81686853565853,RTK,0.740399999995,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2874.768434958078,1453.830261157289,0.505720823798627
Morris_et_al_2020,Cape Cod East,NI2-200,-69.95152198663253,41.81746989659135,RTK,0.958299999998,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1324.4547175550565,771.8676499658608,0.5827814569536424
Morris_et_al_2020,Cape Cod East,NI2-200,-69.95152198663253,41.81746989659135,RTK,0.958299999998,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,473.6460579335964,1098.5957177070916,2.319444444444444
Morris_et_al_2020,Cape Cod East,NI3-000,-69.95146449090063,41.81439904820501,RTK,0.809699999998,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,973.6057857523926,688.5410286627281,0.7072072072072072
Morris_et_al_2020,Cape Cod East,NI3-000,-69.95146449090063,41.81439904820501,RTK,0.809699999998,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1710.388542537987,918.7856401582264,0.5371794871794873
Morris_et_al_2020,Cape Cod East,NI3-100,-69.95061923849023,41.81504553088971,RTK,0.845300000001,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1552.5065232267882,1056.9324070555253,0.6807909604519774
Morris_et_al_2020,Cape Cod East,NI3-300,-69.94894058823716,41.81632937273518,RTK,0.842300000004,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1473.5655135711888,953.8705333384927,0.6473214285714285
Morris_et_al_2020,Cape Cod East,NM1-090,-69.94763802374474,41.83495718933301,RTK,1.0269,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1366.1180282066227,806.9525431461273,0.5906902086677369
Morris_et_al_2020,Cape Cod East,NM1-120,-69.94798883666188,41.83506237578169,RTK,1.0626,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,1431.9022029196226,666.6129704250616,0.46554364471669213
Morris_et_al_2020,Cape Cod East,NM1-120,-69.94798883666188,41.83506237578169,RTK,1.0626,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2583.1252603971116,1094.2101060595585,0.4235993208828527
Morris_et_al_2020,Cape Cod East,NM1-150,-69.94834690639591,41.83484325683328,RTK,0.989400000006,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,859.5798829165268,1102.981329354625,1.2831632653061225
Morris_et_al_2020,Cape Cod East,NM1-180,-69.9486111649805,41.83479604061079,RTK,0.731700000004,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1175.3439215389244,1179.7295331864577,1.0037313432835822
Morris_et_al_2020,Cape Cod East,NM2-090,-69.947315369436,41.83431136216655,RTK,1.1194,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,730.2043393142944,548.2014559416625,0.7507507507507508
Morris_et_al_2020,Cape Cod East,NM2-120,-69.94771115721925,41.83420001555895,RTK,1.0046,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,1611.7122804684877,993.3410381662925,0.616326530612245
Morris_et_al_2020,Cape Cod East,NM2-120,-69.94771115721925,41.83420001555895,RTK,1.0046,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1635.8331445299211,616.1784364784287,0.37667560321715815
Morris_et_al_2020,Cape Cod East,NM2-150,-69.94799923156087,41.83413459064747,RTK,0.954500000007,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1513.0360183989885,1151.2230574774912,0.7608695652173912
Morris_et_al_2020,Cape Cod East,NM2-180,-69.94828730530355,41.83406916501876,RTK,0.969700000001,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2870.3828233105446,1559.0849406980883,0.543162719633308
Morris_et_al_2020,Cape Cod East,NM3-030,-69.94674498486069,41.83319922313596,RTK,1.0733,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,4172.909482627935,2113.8648141110507,0.5065685759327377
Morris_et_al_2020,Cape Cod East,NM3-060,-69.94694889686355,41.83314350136359,RTK,1.0852,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1497.686377632622,1313.4906884362233,0.87701317715959
Morris_et_al_2020,Cape Cod East,NM3-090,-69.94726383926582,41.83326699940378,RTK,1.0992,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1212.6216205429575,684.1554170151949,0.5641952983725136
Morris_et_al_2020,Cape Cod East,NM3-120,-69.94762176877667,41.833038877029686,RTK,1.0879,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,822.3021839124938,427.59713563449674,0.52
Morris_et_al_2020,Cape Cod East,NM3-120,-69.94762176877667,41.833038877029686,RTK,1.0879,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,1056.9324070555253,1554.6993290505548,1.470954356846473
Morris_et_al_2020,Cape Cod East,PB1-540,-69.93945858304969,41.75735830905362,RTK,0.852799999993,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1552.5065232267882,2212.5410761805497,1.425141242937853
Morris_et_al_2020,Cape Cod East,PB1-600,-69.94011970194472,41.75732588035325,RTK,0.9859,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1611.7122804684877,1127.102193416058,0.6993197278911565
Morris_et_al_2020,Cape Cod East,PB1-660,-69.94098581381576,41.75732779668902,RTK,0.530400000003,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2640.1382118150464,1605.1338629971879,0.6079734219269104
Morris_et_al_2020,Cape Cod East,PB10-035,-69.93560139831966,41.76923386177672,RTK,1.447,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,NA,NA,ELRE,harvest,NA,0.00456036731187748,618.3712423021952,249.9798639093981,0.4042553191489362
Morris_et_al_2020,Cape Cod East,PB10-100,-69.9362499568705,41.76915652297753,RTK,1.0003,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,NA,NA,ELRE,harvest,NA,0.00456036731187748,473.6460579335964,37.27769900403305,0.0787037037037037
Morris_et_al_2020,Cape Cod East,PB10-120,-69.93646649198844,41.769154758102175,RTK,0.879400000005,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,3144.483551281376,686.3482228389614,0.21827057182705717
Morris_et_al_2020,Cape Cod East,PB10-120,-69.93646649198844,41.769154758102175,RTK,0.879400000005,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,561.3582908842624,760.9036208470276,1.3554687500000002
Morris_et_al_2020,Cape Cod East,PB12-185,-69.93518411018171,41.75955484091621,RTK,0.7552,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,892.4719702730266,394.70504827799704,0.44226044226044225
Morris_et_al_2020,Cape Cod East,PB12-225,-69.93563123710723,41.75969531095998,RTK,0.820699999997,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,925.3640576295262,920.978445981993,0.9952606635071091
Morris_et_al_2020,Cape Cod East,PB12-300,-69.93638233894957,41.76005847481124,RTK,0.602799999993,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,3405.4274443096074,1271.8273777846568,0.3734707018673535
Morris_et_al_2020,Cape Cod East,PB13-135,-69.93469248571583,41.74722837108719,RTK,0.804600000003,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,925.3640576295262,543.8158442941292,0.5876777251184835
Morris_et_al_2020,Cape Cod East,PB13-205,-69.93549650374132,41.747104737261395,RTK,0.912400000001,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,666.6129704250616,686.3482228389614,1.0296052631578947
Morris_et_al_2020,Cape Cod East,PB13-290,-69.93655253234726,41.74694301610952,RTK,0.608900000007,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2723.4648331181793,728.0115334905278,0.26731078904991945
Morris_et_al_2020,Cape Cod East,PB14-150,-69.93426575100216,41.74434061750051,RTK,0.734899999996,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1888.0058142630855,912.2072226869265,0.48315911730545885
Morris_et_al_2020,Cape Cod East,PB14-170,-69.93454154473704,41.74428433295261,RTK,0.740000000005,NA,NAVD88,RTK,0.327,0.8059999999999999,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2526.1123089791786,1276.2129894321904,0.5052083333333338
