Subsite,Point_type,Full_name,Plot,Use?,Note,RTK_Sensor,Coordinate_system,Datum,GEOID,Year,Month,Day,Easting,Northing,Latitude_dd,Longitude_dd,Elevation_m,Hz_Prec,Vt_Prec,PDOP,Sats,Description,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Solution status,Averaging start,Averaging end,Samples,Base easting,Base northing,Base elevation,Baseline
Mud,Collar,2a-3,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135583.573,437989.397,38.88728048N,76.56212947W,1.629,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,2a-4,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135583.712,437988.822,38.88728175N,76.56213609W,1.625,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,2b-1,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135582.832,437988.63,38.88727384N,76.56213835W,1.549,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,2b-2,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135582.621,437989.203,38.88727191N,76.56213176W,1.574,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,2b-3,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135582.115,437989.021,38.88726736N,76.56213388W,1.566,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,2b-4,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135582.279,437988.459,38.88726886N,76.56214035W,1.656,,,,,Collar corner,,,,,,,,,,,,,
Mud,Ingrowth core,c-2b-1,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135581.54,437986.748,38.88726228N,76.56216011W,1.585,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,Ingrowth core,c-2b-2,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135581.302,437987.229,38.88726011N,76.56215458W,1.574,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,Ingrowth core,c-2b-3,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135581.165,437987.756,38.88725886N,76.56214851W,1.559,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,2020 NERR sample plot,nerr-2a,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135577.874,437987.429,38.88722923N,76.56215247W,1.448,,,,,2020 NERR plot,,,,,,,,,,,,,
Mud,2020 NERR sample plot,nerr-2b,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135577.104,437986.475,38.88722233N,76.56216351W,1.502,,,,,2020 NERR plot,,,,,,,,,,,,,
Mud,2021 Harvest area,50x50-2b-1,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135582.585,437987.259,38.88727167N,76.56215416W,1.635,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area,50x50-2b-2,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135582.772,437986.772,38.88727337N,76.56215977W,1.626,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area,50x50-2b-3,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135583.219,437986.885,38.88727739N,76.56215844W,1.631,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area,50x50-2b-4,2B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135583.054,437987.369,38.88727589N,76.56215287W,1.684,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area,50x50-2a-1,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135583.728,437987.515,38.88728196N,76.56215115W,1.611,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area,50x50-2a-2,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135583.864,437987.039,38.88728320N,76.56215662W,1.613,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area,50x50-2a-3,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135584.361,437987.181,38.88728767N,76.56215496W,1.608,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area,50x50-2a-4,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135584.229,437987.626,38.88728646N,76.56214985W,1.589,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,Pixel corner 1,PIXEL CORNER WEST,NA,No,"No precision info, do not use.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135606.898,437972.992,,,2.677,,,,,In woods,,,,,,,,,,,,,
Mud,COMPASS UPLAND,COMPASS UPLAND,NA,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135596.422,437964.935,,,1.895,,,,,Site location for fall 2021 COMPASS EXCHANGE Sampling,,,,,,,,,,,,,
Mud,COMPASS TRANSITION,COMPASS TRANSITION,NA,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135593.141,437973.605,,,0.243,,,,,Site location for fall 2021 COMPASS EXCHANGE Sampling,,,,,,,,,,,,,
Mud,COMPASS WETLAND,COMPASS WETLAND,NA,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135592.54,437985.163,,,0.324,,,,,Site location for fall 2021 COMPASS EXCHANGE Sampling,,,,,,,,,,,,,
Mud,COMPASS WATER,COMPASS WATER,NA,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135592.683,437983.725,,,0.074,,,,,Site location for fall 2021 COMPASS EXCHANGE Sampling,,,,,,,,,,,,,
Mud,Conductivity sensor well,COND WELL TOP,NA,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135590.971,437993.819,,,0.767,,,,,,,,,,,,,,,,,,
Mud,Conductivity sensor well,COND WELL BASE,NA,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135590.892,437993.876,,,0.228,,,,,,,,,,,,,,,,,,
Mud,Water level sensor well,WATER WELL TOP,NA,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135591.009,437993.349,,,0.699,,,,,,,,,,,,,,,,,,
Mud,Water level sensor well,WATER WELL BASE,NA,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135591.044,437993.332,,,0.181,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,1A CORE 1,1A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135592.385,437997.656,,,0.364,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,1A CORE 2,1A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135592.92,437997.551,,,0.368,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,1A CORE 3,1A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135593.679,437997.289,,,0.371,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,1B CORE 1,1B,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135593.328,438002.25,,,0.488,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,1B CORE 2,1B,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135593.818,438002.123,,,0.484,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,1B CORE 3,1B,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135594.269,438002.027,,,0.511,,,,,,,,,,,,,,,,,,
Mud,Porewater sipper,1A SIPPER TEFLON,1A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135594.856,438001.398,,,0.4,,,,,,,,,,,,,,,,,,
Mud,Porewater rhizon,1A SIPPER RHIZON,1A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135594.772,438001.771,,,0.466,,,,,,,,,,,,,,,,,,
Mud,Porewater sipper,1B SIPPER TEFLON,1B,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135593.58,438000.74,,,0.379,,,,,,,,,,,,,,,,,,
Mud,Porewater rhizon,1B SIPPER RHIZON,1B,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135593.58,438000.86,,,0.43,,,,,,,,,,,,,,,,,,
Mud,Collar,1A COLLAR EDGE 2,1A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135593.453,437998.648,,,0.475,,,,,,,,,,,,,,,,,,
Mud,Collar,1A COLLAR EDGE 3,1A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135593.799,437999.075,,,0.51,,,,,,,,,,,,,,,,,,
Mud,Collar,1A COLLAR EDGE 4,1A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135593.326,437999.423,,,0.44,,,,,,,,,,,,,,,,,,
Mud,Collar,1A COLLAR EDGE 1,1A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135592.993,437998.977,,,0.44,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,2A CORE 1,2A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135586.473,437990.128,,,0.318,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,2A CORE 2,2A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135586.305,437990.61,,,0.284,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,2A CORE 3,2A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135586.224,437991.185,,,0.323,,,,,,,,,,,,,,,,,,
Mud,Porewater sipper,2A SIPPER TEFLON,2A,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135584.935,437988.581,,,0.389,,,,,,,,,,,,,,,,,,
Mud,Porewater rhizon,2B SIPPER RHIZON,2B,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135583.489,437988.211,,,0.325,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,2B CORE 1,2B,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135582.34,437986.672,,,0.367,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,2B CORE 2,2B,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135582.204,437987.103,,,0.365,,,,,,,,,,,,,,,,,,
Mud,Ingrowth core,2B CORE 3,2B,No,"Can use if necessary, but this is a duplicate point. No Precision Info.",Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2021,12,21,135582.07,437987.659,,,0.38,,,,,,,,,,,,,,,,,,
Kirk,2020 NERR sample plot,KIRK NERR  2020 PLOT 1A,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.794,439521.212,38.87534320N,76.54454739W,0.299,0.041,0.042,1.2,24,,,,,,,,,,,,,,
Kirk,2020 NERR sample plot,KIRK NERR  2020 PLOT 1B,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134267.178,439522.447,38.87534661N,76.54453312W,0.301,0.016,0.025,1.2,24,,,,,,,,,,,,,,
Kirk,Collar,KIRK COLLAR 1A CORNER LL,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134264.592,439505.592,38.87532406N,76.54472752W,0.274,0.012,0.023,1.2,25,,,,,,,,,,,,,,
Kirk,Collar,KIRK COLLAR 1A CORNER UL,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.127,439505.425,38.87532889N,76.54472941W,0.306,0.012,0.022,1.2,25,,,,,,,,,,,,,,
Kirk,Collar,KIRK COLLAR 1A CORNER UR,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.228,439506.052,38.87532977N,76.54472218W,0.28,0.012,0.022,1.2,25,,,,,,,,,,,,,,
Kirk,Collar,KIRK COLLAR 1A CORNER LR,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134264.66,439506.134,38.87532466N,76.54472127W,0.315,0.012,0.022,1.2,25,,,,,,,,,,,,,,
Kirk,Collar,KIRK COLLAR 1B CORNER LL,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.004,439507.017,38.87532772N,76.54471107W,0.327,0.012,0.022,1.2,25,,,,,,,,,,,,,,
Kirk,Collar,KIRK COLLAR 1B CORNER UL,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.573,439506.881,38.87533285N,76.54471261W,0.305,0.012,0.022,1.1,26,,,,,,,,,,,,,,
Kirk,Collar,KIRK COLLAR 1B CORNER UR,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.74,439507.433,38.87533433N,76.54470623W,0.32,0.012,0.022,1.2,25,,,,,,,,,,,,,,
Kirk,Collar,KIRK COLLAR 1B CORNER LR,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.185,439507.566,38.87532932N,76.54470473W,0.319,0.012,0.022,1.2,25,,,,,,,,,,,,,,
Kirk,Collar,KIRK COLLAR 1B CORNER LR V2,1B,No,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.191,439507.569,38.87532938N,76.54470470W,0.324,0.012,0.022,1.2,25,,,,,,,,,,,,,,
Kirk,Porewater sipper,KIRK COLLAR 1B SIPPER,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134264.967,439507.284,38.87532737N,76.54470799W,0.274,0.012,0.022,1.2,25,,,,,,,,,,,,,,
Kirk,Porewater sipper,KIRK COLLAR 1A SIPPER,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134264.588,439505.903,38.87532401N,76.54472393W,0.256,0.012,0.022,1.2,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 1 LEFT LL,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.968,439504.96,38.87533649N,76.54473472W,0.293,0.012,0.021,1.2,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 1 LEFT UL,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.022,439505.086,38.87533697N,76.54473326W,0.285,0.012,0.021,1.2,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 1 LEFT UR,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.897,439505.141,38.87533584N,76.54473264W,0.265,0.012,0.021,1.3,23,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 1 LEFT LR,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.831,439505.011,38.87533526N,76.54473414W,0.279,0.012,0.021,1.1,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 1 RIGHT LL,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.778,439504.99,38.87533477N,76.54473439W,0.263,0.012,0.021,1.1,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 1 RIGHT UL,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.813,439505.156,38.87533508N,76.54473248W,0.281,0.012,0.021,1.2,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 1 RIGHT UR,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.663,439505.171,38.87533373N,76.54473231W,0.295,0.012,0.021,1.2,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 1 RIGHT LR,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.656,439504.997,38.87533368N,76.54473431W,0.293,0.012,0.021,1.2,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 2 LEFT LL,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.394,439507.26,38.87534022N,76.54470819W,0.294,0.012,0.021,1.1,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 2 LEFT UL,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.352,439507.121,38.87533985N,76.54470980W,0.301,0.012,0.02,1.2,23,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 2 LEFT UR,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.507,439507.095,38.87534125N,76.54471009W,0.283,0.012,0.021,1.3,23,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 2 LEFT LR,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.519,439507.257,38.87534135N,76.54470822W,0.285,0.012,0.021,1.2,24,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 2 RIGHT LL,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.543,439507.26,38.87534157N,76.54470818W,0.281,0.012,0.021,1.4,22,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 2 RIGHT UL,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.526,439507.087,38.87534142N,76.54471018W,0.283,0.013,0.021,1.4,22,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 2 RIGHT UR,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.606,439507.069,38.87534214N,76.54471038W,0.318,0.012,0.02,1.4,22,,,,,,,,,,,,,,
Kirk,Phenology quadrat,KIRK ALLOMETRY QUAD 2 RIGHT LR,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.691,439507.241,38.87534290N,76.54470839W,0.315,0.013,0.02,1.4,23,,,,,,,,,,,,,,
Kirk,Ingrowth core,KIRK INGROWTH CORE 1B-1,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.76,439508.665,38.87533445N,76.54469204W,0.33,0.012,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,Ingrowth core,KIRK INGROWTH CORE 1B-2,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.745,439508.435,38.87534334N,76.54469463W,0.331,0.012,0.02,1.4,23,,,,,,,,,,,,,,
Kirk,Ingrowth core,KIRK INGROWTH CORE 1B-3,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134267.27,439508.329,38.87534807N,76.54469582W,0.298,0.013,0.021,1.3,23,,,,,,,,,,,,,,
Kirk,Ingrowth core,KIRK INGROWTH CORE 1A-1,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134264.05,439504.329,38.87531924N,76.54474210W,0.294,0.013,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,Ingrowth core,KIRK INGROWTH CORE 1A-2,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134264.645,439504.161,38.87532460N,76.54474400W,0.284,0.013,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,Ingrowth core,KIRK INGROWTH CORE 1A-3,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134265.296,439503.967,38.87533048N,76.54474620W,0.303,0.013,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,2020 Harvest area,KIRK 2020 HARVEST LL,,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.55,439504.211,38.87534177N,76.54474331W,0.296,0.013,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,2020 Harvest area,KIRK 2020 HARVEST UL,,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.972,439504.107,38.87534557N,76.54474450W,0.298,0.009,0.015,1.3,23,,,,,,,,,,,,,,
Kirk,2020 Harvest area,KIRK 2020 HARVEST UL 2,,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.981,439504.1,38.87534566N,76.54474457W,0.296,0.012,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,2020 Harvest area,KIRK 2020 HARVEST UR,,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.965,439504.521,38.87534549N,76.54473973W,0.302,0.013,0.02,1.2,24,,,,,,,,,,,,,,
Kirk,2020 Harvest area,KIRK 2020 HARVEST LR,,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134266.673,439504.58,38.87534286N,76.54473906W,0.289,0.012,0.02,1.2,24,,,,,,,,,,,,,,
Kirk,2021 Harvest area,KIRK 2021 HARVEST 1A LL,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134263.348,439506.496,38.87531282N,76.54471717W,0.31,0.013,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,2021 Harvest area,KIRK 2021 HARVEST 1A UL,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134263.026,439506.56,38.87530991N,76.54471646W,0.294,0.013,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,2021 Harvest area,KIRK 2021 HARVEST 1A UR,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134262.928,439506.15,38.87530905N,76.54472118W,0.307,0.013,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,2021 Harvest area,KIRK 2021 HARVEST 1A LR,1A,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134263.243,439506.058,38.87531190N,76.54472222W,0.292,0.013,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,2021 Harvest area,KIRK 2021 HARVEST 1B LL,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134263.535,439507.429,38.87531446N,76.54470640W,0.248,0.013,0.02,1.3,23,,,,,,,,,,,,,,
Kirk,2021 Harvest area,KIRK 2021 HARVEST 1B UL,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134263.657,439507.803,38.87531554N,76.54470210W,0.271,0.013,0.021,1.3,23,,,,,,,,,,,,,,
Kirk,2021 Harvest area,KIRK 2021 HARVEST 1B UR,1B,Yes,,Trimble R12,United States/State Plane 1983 Maryland 1900,NAD1983,GEOID18,2022,3,10,134263.24,439507.848,38.87531179N,76.54470160W,0.277,0.014,0.023,1.3,23,,,,,,,,,,,,,,
